STUDENT,CLASS,PERIOD
 449,404F,  6
 449,501C,  1
 449,502F,  7
 451,401G,  7
 451,402C,  6
 451,403E,  1
 451,404A,  5
 451,506C,  3
 451,507G,  4
 453,401A,  2
 453,402E,  7
 453,403E,  1
 453,404F,  6
 453,501G,  3
 453,502G,  4
 455,401A,  2
 455,402B,  4
 455,403B,  7
 455,404E,  3
 455,506B,  1
 455,507A,  5
 457,401G,  7
 457,402C,  6
 457,403E,  1
 457,404B,  2
 457,501E,  5
 457,502G,  4
 459,401D,  1
 459,402C,  6
 459,403G,  3
 459,404B,  2
 459,506G,  4
 459,507C,  7
 461,401C,  6
 461,402B,  4
 461,403B,  7
 461,404G,  1
 461,501G,  3
 461,502E,  2
 463,401B,  4
 463,402F,  2
 463,403G,  3
 463,404F,  6
 463,506B,  1
 463,507A,  5
 465,401D,  1
 465,402B,  4
 465,403G,  3
 465,404F,  6
 465,501D,  7
 465,502E,  2
 467,401B,  4
 467,402E,  7
 467,403D,  2
 467,404G,  1
 467,506E,  5
 467,507E,  6
 469,401D,  1
 469,402E,  7
 469,403F,  6
 469,404D,  4
 469,501E,  5
 469,502E,  2
 471,401C,  6
 471,402A,  1
 471,403D,  2
 471,404D,  4
 471,506F,  7
 471,507A,  5
 473,401F,  3
 473,402E,  7
 473,403F,  6
 473,404D,  4
 473,501E,  5
 473,502E,  2
 475,401G,  7
 475,402A,  1
 475,403F,  6
 475,404B,  2
 475,506C,  3
 475,507G,  4
 477,401D,  1
 477,402D,  3
 477,403A,  5
 477,404F,  6
 477,501D,  7
 477,502E,  2
 479,401C,  6
 479,402E,  7
 479,403D,  2
 479,404A,  5
 479,506C,  3
 479,507B,  1
 481,401C,  6
 481,402D,  3
 481,403A,  5
 481,404G,  1
 481,501F,  2
 481,502G,  4
 483,401F,  3
 483,402B,  4
 483,403A,  5
 483,404C,  7
 483,506D,  2
 483,507B,  1
 485,401G,  7
 485,402C,  6
 485,403D,  2
 485,404D,  4
 485,501G,  3
 485,502B,  5
 487,401C,  6
 487,402E,  7
 487,403G,  3
 487,404A,  5
 487,506G,  4
 487,507B,  1
 489,401D,  1
 489,402C,  6
 489,403A,  5
 489,404C,  7
 489,501G,  3
 489,502G,  4
 491,401B,  4
 491,402C,  6
 491,403D,  2
 491,404C,  7
 491,506C,  3
 491,507B,  1
 493,401D,  1
 493,402C,  6
 493,403A,  5
 493,404B,  2
 493,501D,  7
 493,502G,  4
 495,401D,  1
 495,402F,  2
 495,403G,  3
 495,404C,  7
 495,506A,  6
 495,507G,  4
 497,401F,  3
 497,402B,  4
 497,403D,  2
 497,404G,  1
 497,501D,  7
 497,502B,  5
 499,401B,  4
 499,402C,  6
 499,403G,  3
 499,404G,  1
 499,506F,  7
 499,507D,  2
